X,Y,NAME,INTERSECTION_TYPE,WARD,STATUS,STREET_1_NAME,STREET_1_TYPE,STREET_1_QUADRANT,STREET_1_FULL,STREET_2_NAME,STREET_2_TYPE,STREET_2_QUADRANT,STREET_2_FULL,LATITUDE,LONGITUDE,X_COORDINATE,Y_COORDINATE,ROUTEID_1,ROUTEID_2,INTERSECTIONKEY,MAR_ID,NATIONAL_GRID,METADATA_ID,SOURCE,BEFORE_DATE,BEFORE_DATE_SOURCE,BEGIN_DATE,BEGIN_DATE_SOURCE,FIRST_KNOWN_DATE,FIRST_KNOWN_DATE_SOURCE,CREATED_DATE,CREATED_USER,LAST_EDITED_DATE,LAST_EDITED_USER,OBJECTID
-8578950.75993995,4709142.67243011,RESERVOIR ROAD NW AND WISCONSIN AVENUE NW,REGULAR,Ward 2,ACTIVE,RESERVOIR,ROAD,NW,RESERVOIR ROAD NW,WISCONSIN,AVENUE,NW,WISCONSIN AVENUE NW,38.9124711399681,-77.0660235890854,394273.86047264,138291.77023777,,,901c4af4b20b5336b8b8c520baa16a11,908017,18S UJ 20871 09093,16283227,DDOT,,,,,,,2025/01/02 23:36:48+00,DLUSER,2025/01/02 23:36:48+00,DLUSER,9775820
-8570713.2080674,4715362.8010933,JAMAICA STREET NE AND JEFFERSON STREET NE,REGULAR,Ward 5,ACTIVE,JAMAICA,STREET,NE,JAMAICA STREET NE,JEFFERSON,STREET,NE,JEFFERSON STREET NE,38.9559355662265,-76.9920244214798,400691.29001459,143114.66000224,,,730b05f6f108fa497a38a375eef95b2e,907359,18S UJ 27393 13774,16281548,DDOT,,,,,,,2025/01/02 23:36:48+00,DLUSER,2025/01/02 23:36:48+00,DLUSER,9775821
-8570713.2080674,4715362.8010933,JEFFERSON STREET NE AND JAMAICA STREET NE,REGULAR,Ward 5,ACTIVE,JEFFERSON,STREET,NE,JEFFERSON STREET NE,JAMAICA,STREET,NE,JAMAICA STREET NE,38.9559355662265,-76.9920244214798,400691.29001459,143114.66000224,,,730b05f6f108fa497a38a375eef95b2e,907359,18S UJ 27393 13774,16282708,DDOT,,,,,,,2025/01/02 23:36:48+00,DLUSER,2025/01/02 23:36:48+00,DLUSER,9775822
-8576436.20019283,4708950.64445113,19TH STREET NW AND Q STREET NW,REGULAR,Ward 2,ACTIVE,19TH,STREET,NW,19TH STREET NW,Q,STREET,NW,Q STREET NW,38.9111288795266,-77.0434349213196,396232.87500246,138141.59375763,,,0c48247e5ea90ab4a3b98ac3b9f8d363,901796,18S UJ 22826 08899,16285851,DDOT,,,,,,,2025/01/02 23:36:48+00,DLUSER,2025/01/02 23:36:48+00,DLUSER,9775823
-8576436.20019283,4708950.64445113,Q STREET NW AND 19TH STREET NW,REGULAR,Ward 2,ACTIVE,Q,STREET,NW,Q STREET NW,19TH,STREET,NW,19TH STREET NW,38.9111288795266,-77.0434349213196,396232.87500246,138141.59375763,,,0c48247e5ea90ab4a3b98ac3b9f8d363,901796,18S UJ 22826 08899,16288529,DDOT,,,,,,,2025/01/02 23:36:48+00,DLUSER,2025/01/02 23:36:48+00,DLUSER,9775824
-8575929.89170067,4709992.01305428,FLORIDA AVENUE NW AND ONTARIO ROAD NW,REGULAR,Ward 1,ACTIVE,FLORIDA,AVENUE,NW,FLORIDA AVENUE NW,ONTARIO,ROAD,NW,ONTARIO ROAD NW,38.9184076512833,-77.0388866756247,396627.69001082,138949.41999838,,,81232241013e043b95ff455a2c1cd3ec,905524,18S UJ 23239 09698,16273797,DDOT,,,,,,,2025/01/02 23:36:48+00,DLUSER,2025/01/02 23:36:48+00,DLUSER,9775825
-8575929.89170067,4709992.01305428,ONTARIO ROAD NW AND FLORIDA AVENUE NW,REGULAR,Ward 1,ACTIVE,ONTARIO,ROAD,NW,ONTARIO ROAD NW,FLORIDA,AVENUE,NW,FLORIDA AVENUE NW,38.9184076512833,-77.0388866756247,396627.69001082,138949.41999838,,,81232241013e043b95ff455a2c1cd3ec,905524,18S UJ 23239 09698,16287163,DDOT,,,,,,,2025/01/02 23:36:48+00,DLUSER,2025/01/02 23:36:48+00,DLUSER,9775826
-8579573.87543578,4708593.78213056,P STREET NW AND 37TH STREET NW,REGULAR,Ward 2,ACTIVE,P,STREET,NW,P STREET NW,37TH,STREET,NW,37TH STREET NW,38.9086343771797,-77.0716211294116,393788.05906419,137866.22412537,,,e36488fdf3a5e972e4a9dac3e9599fd4,911244,18S UJ 20376 08678,16276289,DDOT,,,,,,,2025/01/02 23:36:48+00,DLUSER,2025/01/02 23:36:48+00,DLUSER,9775827
-8574626.22745906,4696062.37950719,SMITH STREET SW AND FOLLEY AVENUE SW,REGULAR,Ward 8,ACTIVE,SMITH,STREET,SW,SMITH STREET SW,FOLLEY,AVENUE,SW,FOLLEY AVENUE SW,38.8209830178382,-77.0271756701569,397640.06620376,128134.19362034,,,b96ac8ffb708ff50bfee74036d6357db,911549,18S UH 24014 98863,16276593,DDOT,,,,,,,2025/01/02 23:36:48+00,DLUSER,2025/01/02 23:36:48+00,DLUSER,9775828
-8569262.55316437,4711171.03168905,18TH STREET NE AND GIRARD STREET NE,REGULAR,Ward 5,ACTIVE,18TH,STREET,NE,18TH STREET NE,GIRARD,STREET,NE,GIRARD STREET NE,38.9266476410452,-76.9789929726044,401821.55001564,139863.61999922,,,aaca908b6617121593f7ef6b915a8226,902093,18S UJ 28451 10498,16278178,DDOT,,,,,,,2025/01/02 23:36:48+00,DLUSER,2025/01/02 23:36:48+00,DLUSER,9775829
-8566235.68326821,4706816.22955689,KENILWORTH AVENUE NE SOUTHBOUND AND RAMP TO KENILWORTH AVENUE NE NORTHBOUND,RAMP,Ward 7,ACTIVE,KENILWORTH,AVENUE,NE,KENILWORTH AVENUE NE,KENILWORTH,AVENUE,NE,KENILWORTH AVENUE NE,38.8962077929529,-76.9518021482041,404181.09,136485.44,,,9670992ac940761b49f0f31ce37a2339,913353,18S UJ 30736 07069,16282794,DC GIS,,,,,,,2025/01/02 23:36:48+00,DLUSER,2025/01/02 23:36:48+00,DLUSER,9775830
-8575995.75878731,4720136.79426145,PORTAL DRIVE NW AND ROXANNA ROAD NW,REGULAR,Ward 4,ACTIVE,PORTAL,DRIVE,NW,PORTAL DRIVE NW,ROXANNA,ROAD,NW,ROXANNA ROAD NW,38.98927675753,-77.039478365388,396579.77999478,146816.56000568,,,42b893b82628c555308e65ddb22ade9e,901423,18S UJ 23363 17565,16286125,DDOT,,,,,,,2025/01/02 23:36:48+00,DLUSER,2025/01/02 23:36:48+00,DLUSER,9775831
-8581687.62233825,4714661.95474773,CHESAPEAKE STREET NW AND 46TH STREET NW,REGULAR,Ward 3,ACTIVE,CHESAPEAKE,STREET,NW,CHESAPEAKE STREET NW,46TH,STREET,NW,46TH STREET NW,38.9510395936023,-77.0906092319029,392145.83000666,142575.03001774,,,ff32d5260ffd54f4f65136087b5a8fea,905355,18S UJ 18837 13422,16286417,DDOT,,,,,,,2025/01/02 23:36:48+00,DLUSER,2025/01/02 23:36:48+00,DLUSER,9775832
-8581687.62233825,4714661.95474773,46TH STREET NW AND CHESAPEAKE STREET NW,REGULAR,Ward 3,ACTIVE,46TH,STREET,NW,46TH STREET NW,CHESAPEAKE,STREET,NW,CHESAPEAKE STREET NW,38.9510395936023,-77.0906092319029,392145.83000666,142575.03001774,,,ff32d5260ffd54f4f65136087b5a8fea,905355,18S UJ 18837 13422,16290880,DDOT,,,,,,,2025/01/02 23:36:48+00,DLUSER,2025/01/02 23:36:48+00,DLUSER,9775833
-8572900.06653353,4703023.8349774,POTOMAC AVENUE SW AND AUDI DRIVE SW,REGULAR,Ward 6,ACTIVE,POTOMAC,AVENUE,SW,POTOMAC AVENUE SW,AUDI,DRIVE,SW,AUDI DRIVE SW,38.8696885152072,-77.0116693046401,398987.3293,133540.5574,,,85e9a121cbd806ee1cffd2ad1e156799,914308,18S UJ 25479 04239,16272607,MAR,,,,,,,2025/01/02 23:36:48+00,DLUSER,2025/01/02 23:36:48+00,DLUSER,9775834
-8571867.68391008,4708930.20983523,HARRY THOMAS WAY NE AND Q STREET NE,REGULAR,Ward 5,ACTIVE,HARRY THOMAS,WAY,NE,HARRY THOMAS WAY NE,Q,STREET,NE,Q STREET NE,38.9109860406948,-77.0023952541119,399792.2584,138124.844,,,5dccf4888a8677555db0b3c97f877129,913823,18S UJ 26385 08805,16272823,DDOT,,,,,,,2025/01/02 23:36:48+00,DLUSER,2025/01/02 23:36:48+00,DLUSER,9775835
-8574688.39370421,4715097.42056093,INGRAHAM STREET NW AND GEORGIA AVENUE NW,REGULAR,Ward 4,ACTIVE,INGRAHAM,STREET,NW,INGRAHAM STREET NW,GEORGIA,AVENUE,NW,GEORGIA AVENUE NW,38.9540817104905,-77.0277341108341,397596.05999572,142909.20000205,,,5136fc4a3751617387bbae167dc44423,907191,18S UJ 24294 13636,16279022,DDOT,,,,,,,2025/01/02 23:36:48+00,DLUSER,2025/01/02 23:36:48+00,DLUSER,9775836
-8574688.39370421,4715097.42056093,GEORGIA AVENUE NW AND INGRAHAM STREET NW,REGULAR,Ward 4,ACTIVE,GEORGIA,AVENUE,NW,GEORGIA AVENUE NW,INGRAHAM,STREET,NW,INGRAHAM STREET NW,38.9540817104905,-77.0277341108341,397596.05999572,142909.20000205,,,5136fc4a3751617387bbae167dc44423,907191,18S UJ 24294 13636,16285775,DDOT,,,,,,,2025/01/02 23:36:48+00,DLUSER,2025/01/02 23:36:48+00,DLUSER,9775837
-8573544.43757802,4709754.98227331,U STREET NW AND 4TH STREET NW,REGULAR,Ward 1,ACTIVE,U,STREET,NW,U STREET NW,4TH,STREET,NW,4TH STREET NW,38.9167509608474,-77.0174577835845,398485.99999655,138764.93999821,,,fd7888f446c4e39af0dfa6a193d5233d,905722,18S UJ 25093 09473,16273873,DDOT,,,,,,,2025/01/02 23:36:48+00,DLUSER,2025/01/02 23:36:48+00,DLUSER,9775838
-8573544.43757802,4709754.98227331,4TH STREET NW AND U STREET NW,REGULAR,Ward 1,ACTIVE,4TH,STREET,NW,4TH STREET NW,U,STREET,NW,U STREET NW,38.9167509608474,-77.0174577835845,398485.99999655,138764.93999821,,,fd7888f446c4e39af0dfa6a193d5233d,905722,18S UJ 25093 09473,16284834,DDOT,,,,,,,2025/01/02 23:36:48+00,DLUSER,2025/01/02 23:36:48+00,DLUSER,9775839
-8574295.08442994,4696294.70564007,MAGAZINE ROAD SW AND VAN KUREN AVENUE SW,REGULAR,Ward 8,ACTIVE,MAGAZINE,ROAD,SW,MAGAZINE ROAD SW,VAN KUREN,AVENUE,SW,VAN KUREN AVENUE SW,38.822609014266,-77.0242009625842,397898.4375,128314.6172,,,e235c57e7aa5cc01adffba059cae254c,914007,18S UH 24276 99038,16274366,DDOT,,,,,,,2025/01/02 23:36:48+00,DLUSER,2025/01/02 23:36:48+00,DLUSER,9775840
-8578848.77021579,4717782.62199669,32ND PLACE NW AND TENNYSON STREET NW,REGULAR,Ward 4,ACTIVE,32ND,PLACE,NW,32ND PLACE NW,TENNYSON,STREET,NW,TENNYSON STREET NW,38.9728373677736,-77.0651073961575,394358.09999272,144992.90000398,,,637c7a7876b24f9a7862a543ddf0c5ad,902248,18S UJ 21102 15790,16274954,DDOT,,,,,,,2025/01/02 23:36:48+00,DLUSER,2025/01/02 23:36:48+00,DLUSER,9775841
